author,headline,content
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價大漲至96.5元，漲幅達7.58%,"廣運(6125-TW)21日13:22股價上漲6.8元，報96.5元，漲幅7.58%，成交4,466張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲16.49%，櫃買指數上漲1.71%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-203 張
外資買賣超：-335 張
投信買賣超：0 張
自營商買賣超：+132 張
融資增減：-1,077 張
融券增減：+78 張
最新相關新聞
【量大強漲股整理】AI股攻勢再起，有戲可期嗎?散熱大漲後，該留意誰?
盤中速報 - 廣運(6125)股價拉至漲停，漲停價89.7元，成交4,671張
盤中速報 - 廣運(6125)股價大漲至87.8元，漲幅達7.6%
盤中速報 - 廣運(6125)股價急跌至76.6元，跌幅達7.71%
【新台股龍捲風】 跌到哪？買什麼？複製3231緯創、4979華星光！線上演講會開放報名
更多鉅亨報導"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價大漲至96.5元，漲幅達7.58%,"廣運(6125-TW)21日13:22股價上漲6.8元，報96.5元，漲幅7.58%，成交4,466張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲16.49%，櫃買指數上漲1.71%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-203 張
外資買賣超：-335 張
投信買賣超：0 張
自營商買賣超：+132 張
融資增減：-1,077 張
融券增減：+78 張
最新相關新聞
【量大強漲股整理】AI股攻勢再起，有戲可期嗎?散熱大漲後，該留意誰?
盤中速報 - 廣運(6125)股價拉至漲停，漲停價89.7元，成交4,671張
盤中速報 - 廣運(6125)股價大漲至87.8元，漲幅達7.6%
盤中速報 - 廣運(6125)股價急跌至76.6元，跌幅達7.71%
【新台股龍捲風】 跌到哪？買什麼？複製3231緯創、4979華星光！線上演講會開放報名
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)急拉2.49%報103.0元，成交22,763張","廣運(6125-TW)近5分K漲速2.49%，24日09:48報103.0元，成交22,763張。（註：漲跌速為5分K的漲跌幅）
廣運(6125-TW)近5日股價上漲20.65%，所屬產業為光電業，相關光電類指數下跌0.14%。櫃買指數下跌0.54%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-583 張
外資買賣超：-658 張
投信買賣超：+25 張
自營商買賣超：+50 張
融資增減：-994 張
融券增減：+48 張
最新相關新聞
盤中速報 - 廣運(6125)急跌-3.3%報102.5元，成交10,598張
盤中速報 - 廣運(6125)股價拉至漲停，漲停價106.0元，成交5,972張
盤中速報 - 廣運(6125)股價大漲至103.5元，漲幅達7.37%
【量大強漲股整理】AI股、散熱股全面發動噴出，有跡可循?中興電打開跌停後還有【戲】可期嗎?該如何解讀?
如何用華碩創歷史新高解讀AI概念股後勢？
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)急跌-3.3%報102.5元，成交10,598張","廣運(6125-TW)近5分K跌速3.3%，24日09:21報102.5元，成交10,598張。（註：漲跌速為5分K的漲跌幅）
廣運(6125-TW)近5日股價上漲20.65%，所屬產業為光電業，相關光電類指數下跌0.14%。櫃買指數下跌0.54%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-583 張
外資買賣超：-658 張
投信買賣超：+25 張
自營商買賣超：+50 張
融資增減：-994 張
融券增減：+48 張
最新相關新聞
盤中速報 - 廣運(6125)股價拉至漲停，漲停價106.0元，成交5,972張
盤中速報 - 廣運(6125)股價大漲至103.5元，漲幅達7.37%
【量大強漲股整理】AI股、散熱股全面發動噴出，有跡可循?中興電打開跌停後還有【戲】可期嗎?該如何解讀?
如何用華碩創歷史新高解讀AI概念股後勢？
盤中速報 - 廣運(6125)股價大漲至96.5元，漲幅達7.58%
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)急拉2.49%報103.0元，成交22,763張","廣運(6125-TW)近5分K漲速2.49%，24日09:48報103.0元，成交22,763張。（註：漲跌速為5分K的漲跌幅）
廣運(6125-TW)近5日股價上漲20.65%，所屬產業為光電業，相關光電類指數下跌0.14%。櫃買指數下跌0.54%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-583 張
外資買賣超：-658 張
投信買賣超：+25 張
自營商買賣超：+50 張
融資增減：-994 張
融券增減：+48 張
最新相關新聞
盤中速報 - 廣運(6125)急跌-3.3%報102.5元，成交10,598張
盤中速報 - 廣運(6125)股價拉至漲停，漲停價106.0元，成交5,972張
盤中速報 - 廣運(6125)股價大漲至103.5元，漲幅達7.37%
【量大強漲股整理】AI股、散熱股全面發動噴出，有跡可循?中興電打開跌停後還有【戲】可期嗎?該如何解讀?
如何用華碩創歷史新高解讀AI概念股後勢？
更多鉅亨報導"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價大漲至103.5元，漲幅達7.37%,"廣運(6125-TW)24日09:00股價上漲7.1元，報103.5元，漲幅7.37%，成交3,076張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲20.65%，櫃買指數下跌0.54%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-583 張
外資買賣超：-658 張
投信買賣超：+25 張
自營商買賣超：+50 張
融資增減：-994 張
融券增減：+48 張
最新相關新聞
【量大強漲股整理】AI股、散熱股全面發動噴出，有跡可循?中興電打開跌停後還有【戲】可期嗎?該如何解讀?
如何用華碩創歷史新高解讀AI概念股後勢？
盤中速報 - 廣運(6125)股價大漲至96.5元，漲幅達7.58%
【量大強漲股整理】AI股攻勢再起，有戲可期嗎?散熱大漲後，該留意誰?
盤中速報 - 廣運(6125)股價拉至漲停，漲停價89.7元，成交4,671張
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)股價拉至漲停，漲停價106.0元，成交5,972張","廣運(6125-TW)24日09:01上漲9.6元，股價漲停報106.0元，委買3,276張，成交5,972張。
主要業務為整廠自動化物流系統整合之工程服務。所屬產業為光電業，相關光電類指數近5日下跌0.14%。
廣運(6125-TW)近5日股價上漲20.65%，櫃買指數下跌0.54%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-583 張
外資買賣超：-658 張
投信買賣超：+25 張
自營商買賣超：+50 張
融資增減：-994 張
融券增減：+48 張
最新相關新聞
盤中速報 - 廣運(6125)股價大漲至103.5元，漲幅達7.37%
【量大強漲股整理】AI股、散熱股全面發動噴出，有跡可循?中興電打開跌停後還有【戲】可期嗎?該如何解讀?
如何用華碩創歷史新高解讀AI概念股後勢？
盤中速報 - 廣運(6125)股價大漲至96.5元，漲幅達7.58%
【量大強漲股整理】AI股攻勢再起，有戲可期嗎?散熱大漲後，該留意誰?
更多鉅亨報導"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價大漲至103.5元，漲幅達7.37%,"廣運(6125-TW)24日09:00股價上漲7.1元，報103.5元，漲幅7.37%，成交3,076張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲20.65%，櫃買指數下跌0.54%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-583 張
外資買賣超：-658 張
投信買賣超：+25 張
自營商買賣超：+50 張
融資增減：-994 張
融券增減：+48 張
最新相關新聞
【量大強漲股整理】AI股、散熱股全面發動噴出，有跡可循?中興電打開跌停後還有【戲】可期嗎?該如何解讀?
如何用華碩創歷史新高解讀AI概念股後勢？
盤中速報 - 廣運(6125)股價大漲至96.5元，漲幅達7.58%
【量大強漲股整理】AI股攻勢再起，有戲可期嗎?散熱大漲後，該留意誰?
盤中速報 - 廣運(6125)股價拉至漲停，漲停價89.7元，成交4,671張
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)急跌-3.3%報102.5元，成交10,598張","廣運(6125-TW)近5分K跌速3.3%，24日09:21報102.5元，成交10,598張。（註：漲跌速為5分K的漲跌幅）
廣運(6125-TW)近5日股價上漲20.65%，所屬產業為光電業，相關光電類指數下跌0.14%。櫃買指數下跌0.54%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-583 張
外資買賣超：-658 張
投信買賣超：+25 張
自營商買賣超：+50 張
融資增減：-994 張
融券增減：+48 張
最新相關新聞
盤中速報 - 廣運(6125)股價拉至漲停，漲停價106.0元，成交5,972張
盤中速報 - 廣運(6125)股價大漲至103.5元，漲幅達7.37%
【量大強漲股整理】AI股、散熱股全面發動噴出，有跡可循?中興電打開跌停後還有【戲】可期嗎?該如何解讀?
如何用華碩創歷史新高解讀AI概念股後勢？
盤中速報 - 廣運(6125)股價大漲至96.5元，漲幅達7.58%
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)急拉2.49%報103.0元，成交22,763張","廣運(6125-TW)近5分K漲速2.49%，24日09:48報103.0元，成交22,763張。（註：漲跌速為5分K的漲跌幅）
廣運(6125-TW)近5日股價上漲20.65%，所屬產業為光電業，相關光電類指數下跌0.14%。櫃買指數下跌0.54%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-583 張
外資買賣超：-658 張
投信買賣超：+25 張
自營商買賣超：+50 張
融資增減：-994 張
融券增減：+48 張
最新相關新聞
盤中速報 - 廣運(6125)急跌-3.3%報102.5元，成交10,598張
盤中速報 - 廣運(6125)股價拉至漲停，漲停價106.0元，成交5,972張
盤中速報 - 廣運(6125)股價大漲至103.5元，漲幅達7.37%
【量大強漲股整理】AI股、散熱股全面發動噴出，有跡可循?中興電打開跌停後還有【戲】可期嗎?該如何解讀?
如何用華碩創歷史新高解讀AI概念股後勢？
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)急跌-2.84%報102.5元，成交5,160張","廣運(6125-TW)近5分K跌速2.84%，25日09:05報102.5元，成交5,160張。（註：漲跌速為5分K的漲跌幅）
廣運(6125-TW)近5日股價上漲24.1%，所屬產業為光電業，相關光電類指數下跌2.44%。櫃買指數下跌1.61%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-4,903 張
外資買賣超：-4,566 張
投信買賣超：+25 張
自營商買賣超：-362 張
融資增減：+1,513 張
融券增減：+792 張
最新相關新聞
沒買到廣達和技嘉，如何從回檔止跌的AI股找尋新機會？
盤中速報 - 廣運(6125)急拉2.49%報103.0元，成交22,763張
盤中速報 - 廣運(6125)急跌-3.3%報102.5元，成交10,598張
盤中速報 - 廣運(6125)股價拉至漲停，漲停價106.0元，成交5,972張
盤中速報 - 廣運(6125)股價大漲至103.5元，漲幅達7.37%
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)急拉2.48%報103.0元，成交19,182張","廣運(6125-TW)近5分K漲速2.48%，25日09:51報103.0元，成交19,182張。（註：漲跌速為5分K的漲跌幅）
廣運(6125-TW)近5日股價上漲24.1%，所屬產業為光電業，相關光電類指數下跌2.44%。櫃買指數下跌1.61%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-4,903 張
外資買賣超：-4,566 張
投信買賣超：+25 張
自營商買賣超：-362 張
融資增減：+1,513 張
融券增減：+792 張
最新相關新聞
盤中速報 - 廣運(6125)急跌-2.84%報102.5元，成交5,160張
沒買到廣達和技嘉，如何從回檔止跌的AI股找尋新機會？
盤中速報 - 廣運(6125)急拉2.49%報103.0元，成交22,763張
盤中速報 - 廣運(6125)急跌-3.3%報102.5元，成交10,598張
盤中速報 - 廣運(6125)股價拉至漲停，漲停價106.0元，成交5,972張
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)急跌-2.84%報102.5元，成交5,160張","廣運(6125-TW)近5分K跌速2.84%，25日09:05報102.5元，成交5,160張。（註：漲跌速為5分K的漲跌幅）
廣運(6125-TW)近5日股價上漲24.1%，所屬產業為光電業，相關光電類指數下跌2.44%。櫃買指數下跌1.61%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-4,903 張
外資買賣超：-4,566 張
投信買賣超：+25 張
自營商買賣超：-362 張
融資增減：+1,513 張
融券增減：+792 張
最新相關新聞
沒買到廣達和技嘉，如何從回檔止跌的AI股找尋新機會？
盤中速報 - 廣運(6125)急拉2.49%報103.0元，成交22,763張
盤中速報 - 廣運(6125)急跌-3.3%報102.5元，成交10,598張
盤中速報 - 廣運(6125)股價拉至漲停，漲停價106.0元，成交5,972張
盤中速報 - 廣運(6125)股價大漲至103.5元，漲幅達7.37%
更多鉅亨報導"
鉅亨網新聞中心,"盤中速報 - 廣運(6125)急跌-4.13%報93.0元，成交3,374張","廣運(6125-TW)近5分K跌速4.13%，26日09:05報93.0元，成交3,374張。（註：漲跌速為5分K的漲跌幅）
廣運(6125-TW)近5日股價上漲18.27%，所屬產業為光電業，相關光電類指數下跌2.87%。櫃買指數下跌0.13%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-6,348 張
外資買賣超：-5,614 張
投信買賣超：+25 張
自營商買賣超：-759 張
融資增減：+2,219 張
融券增減：+318 張
最新相關新聞
盤中速報 - 廣運(6125)股價急跌至96.1元，跌幅達7.15%
盤中速報 - 廣運(6125)急拉2.48%報103.0元，成交19,182張
盤中速報 - 廣運(6125)急跌-2.84%報102.5元，成交5,160張
沒買到廣達和技嘉，如何從回檔止跌的AI股找尋新機會？
盤中速報 - 廣運(6125)急拉2.49%報103.0元，成交22,763張
更多鉅亨報導"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價大漲至92.5元，漲幅達7.18%,"廣運(6125-TW)27日09:35股價上漲6.2元，報92.5元，漲幅7.18%，成交23,977張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲5.76%，櫃買指數下跌1.47%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-5,636 張
外資買賣超：-4,190 張
投信買賣超：+25 張
自營商買賣超：-1,471 張
融資增減：+2,624 張
融券增減：+1,176 張
最新相關新聞
盤中速報 - 廣運(6125)急拉3.2%報87.2元，成交11,445張
盤中速報 - 廣運(6125)急跌-2.11%報83.6元，成交6,575張
過度蹭AI，智原法說現形，微軟透漏AI獲利要時間
盤中速報 - 廣運(6125)股價殺至跌停，跌停價86.3元，成交27,677張
智原跌停、廣運重挫！留意一危險因子發生！
更多鉅亨報導"
鉅亨網新聞中心,盤中速報 - 廣運(6125)股價大漲至92.5元，漲幅達7.18%,"廣運(6125-TW)27日09:35股價上漲6.2元，報92.5元，漲幅7.18%，成交23,977張。
廣運(6125-TW)所屬產業為光電業，主要業務為整廠自動化物流系統整合之工程服務。
近5日股價上漲5.76%，櫃買指數下跌1.47%，股價漲幅表現優於大盤。
近5日籌碼
三大法人合計買賣超：-5,636 張
外資買賣超：-4,190 張
投信買賣超：+25 張
自營商買賣超：-1,471 張
融資增減：+2,624 張
融券增減：+1,176 張
最新相關新聞
盤中速報 - 廣運(6125)急拉3.2%報87.2元，成交11,445張
盤中速報 - 廣運(6125)急跌-2.11%報83.6元，成交6,575張
過度蹭AI，智原法說現形，微軟透漏AI獲利要時間
盤中速報 - 廣運(6125)股價殺至跌停，跌停價86.3元，成交27,677張
智原跌停、廣運重挫！留意一危險因子發生！
更多鉅亨報導"
